Customer ID,Age,Gender,Annual Income,Spending Score,Age Group,Income group
10a2a14c-cebf-410d-81dc-c333101b5e6e,39.00,Female,44774.00,12.00,Adult,Low
8e6a7fa3-bf7d-47dd-9e50-e3e7133fc39c,27.00,Female,198647.00,25.00,Adult,High
68969a5d-975c-4a8a-a357-1ce87ab24459,58.00,Female,85181.00,16.00,Middle Age,Medium
92390e01-1df1-4643-b044-546283ae7773,46.00,Male,87741.00,3.00,Middle Age,Medium
7cb46cd5-4ba6-4177-9d34-ceda14ed832e,45.00,Female,137494.00,68.00,Middle Age,High
579b69ca-a392-45fa-9c5a-25284b10720c,63.00,Female,56531.00,2.00,Senior,Medium
38cb6a10-0af1-4505-b3df-0f8ff3a4e4d3,36.00,Male,63564.00,23.00,Adult,Medium
04c9da15-a924-4beb-bcb3-3f2e3f6fcee5,25.00,Female,198265.00,29.00,Young,High
acb1f373-6d7c-46d8-8d72-7e5bf1ee9921,62.00,Male,22655.00,39.00,Senior,Low
9a359e4f-973c-4f8a-91dd-eb930fddedc8,36.00,Male,125614.00,35.00,Adult,High
0a9ca7d8-91f4-4189-a959-e8d5fde13881,48.00,Female,170509.00,54.00,Middle Age,High
3df8f77f-b527-4f3b-a2cf-b163ff5965d9,50.00,Female,101081.00,32.00,Middle Age,High
accc810b-e7e1-44dc-80bd-98e82bef02d1,48.00,Female,45667.00,95.00,Middle Age,Low
cb05e681-1286-4f97-8e7d-2c9b67778936,49.00,Female,189732.00,2.00,Middle Age,High
7a9d06b3-26cd-4b0c-aba5-3bb0d0b93c2a,80.00,Female,30718.00,49.00,Senior,Low
c6ee3f30-4f9a-4125-8ba4-c6234e046dfb,33.00,Female,134933.00,90.00,Adult,High
4d4ce6bb-da34-4f9c-8f1b-4c05bfe5fcaf,21.00,Male,55978.00,34.00,Young,Medium
97673bb1-e729-47b7-baad-905d6265d941,38.00,Female,36650.00,91.00,Adult,Low
e426ab28-977d-4660-95ab-2b387d478cc0,83.00,Female,173558.00,53.00,Senior,High
085e5698-1f05-46dc-b758-61a28ef4dac3,54.00,Female,29187.00,61.00,Middle Age,Low
7897bafe-61af-4fdb-b71e-adc2127aadf8,81.00,Female,188612.00,45.00,Senior,High
bd38959a-71ba-4d38-8a52-3c23ffcf5cdd,44.00,Male,101492.00,55.00,Middle Age,High
d240e1a0-b50c-4bbe-8387-3c6082d42f20,23.00,Male,169008.00,31.00,Young,High
7d14cebc-4aed-430e-ae8a-6415fde6e4e6,39.00,Female,145660.00,81.00,Adult,High
32cc9d1d-1db3-40f2-9a29-06f8b37d0463,75.00,Female,118063.00,35.00,Senior,High
4729da16-d88d-4476-949d-404f5f54adb3,19.00,Female,95891.00,93.00,Young,Medium
80d67524-2ba0-468a-afaa-5cbfaa28a8a2,24.00,Male,154402.00,79.00,Young,High
2ddd5825-e37e-48bd-af2d-5e31c9955021,44.00,Female,112848.00,14.00,Middle Age,High
2260c459-3b7c-443c-a31d-088405b7f09c,55.00,Female,127451.00,31.00,Middle Age,High
52c8dde3-1956-411a-a010-c879dadab6fb,60.00,Male,98827.00,27.00,Middle Age,Medium
3a626479-8b72-4500-a12d-97bb7d76e0e6,33.00,Male,67969.00,27.00,Adult,Medium
601dddb0-0511-48c1-8e91-0dde69040557,52.00,Female,60785.00,9.00,Middle Age,Medium
50bbe6c3-4d3a-49ae-a529-4b94492fbe8b,72.00,Female,66416.00,53.00,Senior,Medium
4679dd26-2bc4-4874-8d90-a262b803daed,72.00,Male,152544.00,59.00,Senior,High
767bc943-ceae-4dd2-bad9-3fd9c89d7db0,72.00,Female,35507.00,72.00,Senior,Low
72292647-1690-41d9-a387-4b21980006fc,68.00,Male,167873.00,24.00,Senior,High
d949c615-603e-4342-9d11-8fe87ee9c88b,65.00,Male,23002.00,32.00,Senior,Low
af160348-4b39-4b4e-984c-8c078e995f5d,81.00,Female,111464.00,34.00,Senior,High
9e5e3cf5-07c0-435d-b0f3-fbe03cf91807,64.00,Female,120469.00,20.00,Senior,High
65db8631-0f2b-4e2c-ad67-be996981bcbf,76.00,Male,85934.00,48.00,Senior,Medium
385017d0-a567-45ce-8528-28c8b8804112,30.00,Female,99419.00,4.00,Adult,Medium
71a58421-e129-420e-85cf-9292c4d2f309,68.00,Female,194339.00,35.00,Senior,High
4f8704b7-eec8-4298-8db8-647c635bd27c,70.00,Male,187033.00,14.00,Senior,High
65f74905-788e-4b8e-b2ba-70b6ab52fea1,57.00,Male,164879.00,9.00,Middle Age,High
8050f9eb-d0a0-4389-8081-65ae272944b4,90.00,Female,34276.00,98.00,Senior,Low
835b35a2-e838-401a-86fe-85c3c181bbb6,65.00,Male,97470.00,67.00,Senior,Medium
b75fb976-3c52-4fd2-9a94-3a2d85d70a82,36.00,Female,142836.00,40.00,Adult,High
690e0568-49a9-475f-aa19-567b98f977bc,72.00,Female,62084.00,59.00,Senior,Medium
f4021ca8-b350-4d8b-9293-b2cf386bc0cd,61.00,Male,166752.00,93.00,Senior,High
c66bcf0c-db9a-4201-8b7d-5c445e585b1d,46.00,Male,43269.00,54.00,Middle Age,Low
f620a5e6-ee46-4404-9d96-603bbd1fc6e6,68.00,Male,114111.00,42.00,Senior,High
0ced3471-db47-4b19-9723-e8333b091f98,31.00,Female,75683.00,65.00,Adult,Medium
b72a56cb-3430-4f05-9f46-6e0a2947bad4,51.00,Male,196283.00,31.00,Middle Age,High
35ec8343-eb43-4faa-af75-7a731381d1ee,37.00,Female,132793.00,22.00,Adult,High
e9798111-9781-437a-a9b9-232fe9055216,25.00,Male,141598.00,63.00,Young,High
3e51e22e-e3ae-42dd-a4f9-d771c07676ab,30.00,Male,195148.00,27.00,Adult,High
716588b1-f862-4c02-a2cf-115cd43f654c,21.00,Female,175112.00,33.00,Young,High
33577556-d045-41a0-9565-7f0f37a39727,65.00,Male,81473.00,10.00,Senior,Medium
d41eea9a-569d-42fb-94b1-d4551204c936,21.00,Male,172147.00,80.00,Young,High
90b18bf2-2413-4212-8934-e67ffc233192,22.00,Female,106474.00,74.00,Young,High
8ec74f4e-2836-4605-bf4e-0be43ad7976f,70.00,Female,198254.00,13.00,Senior,High
101fd379-ff5c-4ec0-8cba-f8a9fc0f42de,71.00,Male,148746.00,13.00,Senior,High
5ddc5df7-2656-4cc8-a95e-a0618d7cb8e6,27.00,Female,40263.00,77.00,Adult,Low
3d95829f-3d62-4ee6-a67f-d6efe7029686,21.00,Female,115816.00,55.00,Young,High
36fd3a7f-6226-4d3b-baf5-e39833d9782b,53.00,Male,149880.00,32.00,Middle Age,High
15ce7dc4-22bf-40cc-b575-9ec4fbe27dd9,51.00,Female,88029.00,84.00,Middle Age,Medium
f17d239d-6a67-4b77-9fd3-5377ea88c142,49.00,Female,193839.00,43.00,Middle Age,High
958eaa2c-0c0b-46fd-a085-b29ce9d5d8e6,56.00,Female,54564.00,18.00,Middle Age,Medium
81dfd08e-32f2-40a4-95b4-a406726d0dd4,55.00,Male,134714.00,96.00,Middle Age,High
83c5dafc-dd2f-4622-9748-23aefb000a38,84.00,Male,187596.00,44.00,Senior,High
a81643c1-eaf7-4b97-9952-f6cc0881f37c,38.00,Male,129717.00,71.00,Adult,High
85a5ff51-fe9e-4518-9fb2-11b86df7d52e,46.00,Female,48265.00,62.00,Middle Age,Low
26852b46-dbfa-46f9-8d06-1b568551868e,27.00,Male,179234.00,97.00,Adult,High
af9762ae-ed8e-4aa0-b32c-922d500b4cf1,53.00,Female,156298.00,35.00,Middle Age,High
2cb233a0-5916-49e0-800d-01869340347d,65.00,Male,156022.00,49.00,Senior,High
2bcc1223-2182-4117-ba07-1e3aa9d9b4bd,22.00,Male,158363.00,83.00,Young,High
6abe4dbc-1b70-4a8f-b0b1-7d1bff27fc65,23.00,Female,114512.00,25.00,Young,High
0947cfd7-72d1-456a-8524-947bf653fa57,18.00,Female,96397.00,64.00,Young,Medium
ee9dbbc6-b790-4c28-a8b3-07272787b57d,44.00,Female,171517.00,76.00,Middle Age,High
90f1ac1f-07e1-4817-bfde-7e5f23f3e17e,38.00,Female,181538.00,68.00,Adult,High
ea1cdcc7-425d-4679-83b5-25b8332b5e6a,54.00,Male,47403.00,42.00,Middle Age,Low
a04d4663-eb9d-4fae-bab1-2549c7e02be9,88.00,Female,167725.00,51.00,Senior,High
ee835638-95d5-4dd0-a912-227ec001ef06,24.00,Female,185297.00,95.00,Young,High
075acc31-0041-4ea2-8917-13a924da66e7,70.00,Male,160196.00,34.00,Senior,High
d13d7964-0d0d-4be0-bb64-6f213f921579,42.00,Female,117940.00,82.00,Middle Age,High
2b971aba-879b-431a-8c60-df636ad45731,74.00,Male,190938.00,65.00,Senior,High
333c0b32-e155-4d2a-abc5-041ec4d25a9c,22.00,Female,138220.00,20.00,Young,High
3874580e-e7bd-4e60-bb68-c5110a04bd8c,78.00,Male,94764.00,75.00,Senior,Medium
9dfe38e0-581d-458f-bbd3-7b2d98865728,44.00,Female,83991.00,1.00,Middle Age,Medium
ad19c628-fe46-4ba6-9182-ad6278513ec6,70.00,Male,82642.00,56.00,Senior,Medium
e010b10d-8ed9-41af-bd30-05de2c0c6fe4,58.00,Female,123333.00,91.00,Middle Age,High
dd8ea81b-09a8-434f-a9cb-b0c4baf6f248,38.00,Male,70435.00,24.00,Adult,Medium
5f64caae-cb02-41a9-a648-273e0ed6d7fd,88.00,Male,189093.00,50.00,Senior,High
1ecc4ca8-45f0-459e-a911-dae3227d2b0f,33.00,Female,177848.00,29.00,Adult,High
f50f86f2-79c0-45bd-9759-ff8154a7ccc3,59.00,Female,96744.00,97.00,Middle Age,Medium
65f4810e-a2c3-4b7c-ab9e-00e6a91ff435,72.00,Female,83218.00,32.00,Senior,Medium
052a6b92-7855-45d9-8903-5c9d69d6903b,27.00,Male,39027.00,29.00,Adult,Low
40f78c97-8537-4b3f-87d8-796bcbced99f,35.00,Female,139195.00,33.00,Adult,High
c225df9d-d2fc-4e1d-8328-894dac5471e1,37.00,Female,144020.00,45.00,Adult,High
d93d2a18-c9e8-42ed-a97c-84912b1b0efd,44.00,Female,186527.00,6.00,Middle Age,High
4884ace5-bbb8-4502-96e0-be564083da60,29.00,Male,48177.00,53.00,Adult,Low
60fddc74-977b-4d01-8805-9e859748fdc3,58.00,Female,139447.00,35.00,Middle Age,High
fc971eb9-f7bf-46cd-9e83-6d1637d15ccb,39.00,Female,119071.00,3.00,Adult,High
e7d7ac8f-87c4-444c-9118-04d957987b53,33.00,Male,181795.00,1.00,Adult,High
7b60bfe9-99d7-4355-94fc-0a424055eb05,65.00,Female,150797.00,44.00,Senior,High
b8858575-b5d6-4f66-8293-7521077f6d92,52.00,Female,76398.00,31.00,Middle Age,Medium
0729ee7a-444f-4c2e-9889-fb725930eb84,45.00,Female,58209.00,64.00,Middle Age,Medium
1c8da0fc-e147-4a54-8ae7-b1bdeb6af340,82.00,Male,122425.00,46.00,Senior,High
fcbc528b-9386-41fb-a974-19a9643c7580,59.00,Female,46020.00,78.00,Middle Age,Low
1f4fb2c0-d8ae-4d1c-90ff-95a8e3dae34d,34.00,Female,61463.00,72.00,Adult,Medium
30a4fcce-b05f-4988-9d5e-0d580e9028d6,52.00,Male,29917.00,3.00,Middle Age,Low
dd714097-4205-4096-b6f8-d9822acd3c04,59.00,Male,194285.00,47.00,Middle Age,High
f13a0cc5-6fb9-4882-aef3-9ccfa421b185,45.00,Female,96402.00,43.00,Middle Age,Medium
edba12eb-e908-42c4-81c7-b6770912c7fd,29.00,Male,146297.00,82.00,Adult,High
9526a9bd-1ea4-4aad-b4a7-adfc5775bf7a,83.00,Male,148435.00,71.00,Senior,High
a0ab2029-178e-4eed-a816-277dd64035fa,26.00,Male,111030.00,96.00,Adult,High
b5c458ec-1d54-465a-b97b-a149d7f32106,79.00,Male,27136.00,48.00,Senior,Low
46654e16-4363-43d7-b3a5-54120a7b27a2,49.00,Male,197608.00,33.00,Middle Age,High
61ebc7d9-15c5-41eb-adfb-9b772d36cbd4,19.00,Female,55184.00,32.00,Young,Medium
df11c432-c609-49b4-98d6-855eab890208,48.00,Female,92981.00,70.00,Middle Age,Medium
0516205d-d816-4d8f-ab9b-d41f1a560e1c,22.00,Male,40540.00,40.00,Young,Low
6557b342-6b66-4645-942f-b13f33f67e64,54.00,Male,88161.00,40.00,Middle Age,Medium
84140ddb-54f1-4b31-b51d-4aecb10b7ac7,83.00,Male,165910.00,52.00,Senior,High
4fcb4b02-1609-41e0-b9e3-c9468853e577,60.00,Male,167341.00,34.00,Middle Age,High
b7b6c61d-d600-4a63-89d4-157f2012c68e,78.00,Female,90847.00,77.00,Senior,Medium
f5712da2-092b-4f52-aed2-bb93b9fee5ab,33.00,Female,35619.00,73.00,Adult,Low
f9437183-0091-4f94-b9d5-5a97779b7e70,27.00,Female,41176.00,50.00,Adult,Low
64883a2d-bb3a-4a30-bb76-47f28ad095de,33.00,Female,120389.00,51.00,Adult,High
78883927-b348-4c79-932a-074dbf6af0f8,55.00,Male,74456.00,13.00,Middle Age,Medium
2a5cdb1a-3f0a-4b5a-a33d-d0d81f7661a9,46.00,Female,181085.00,64.00,Middle Age,High
dc9ca753-aa31-4708-85c5-fa1da4a046d0,87.00,Female,46613.00,76.00,Senior,Low
d49f5b80-4d55-4e37-889b-c7933c3ac0a5,79.00,Male,83333.00,73.00,Senior,Medium
69fae815-5e3e-46de-8e87-4adf49ab06fa,19.00,Female,165788.00,44.00,Young,High
587c0ede-8f38-48df-8df8-bcf74df93862,22.00,Female,99687.00,51.00,Young,Medium
bc695e38-c5a0-46bd-bc6d-818403c82949,31.00,Male,83755.00,8.00,Adult,Medium
660979ed-b318-4234-9b06-779097557930,84.00,Male,155012.00,80.00,Senior,High
7eab5cb6-b411-4003-9993-06061f62b7b0,27.00,Male,56250.00,100.00,Adult,Medium
e5647be0-0575-4fb6-8b1d-13b06203bd70,20.00,Male,111933.00,39.00,Young,High
d4406fb9-a8c7-45f5-ac3d-85d9001719b4,36.00,Male,191350.00,99.00,Adult,High
3d83a678-36cb-4cd2-8768-da1634cd1fb3,77.00,Female,94946.00,92.00,Senior,Medium
25cff4ef-5d2a-4fe5-98ee-7ddbd8c0203b,67.00,Female,63064.00,26.00,Senior,Medium
d54d2196-da54-4eab-8ef0-0db3e9cdab3f,26.00,Male,82707.00,4.00,Adult,Medium
3f116bae-d95f-4018-9585-f575dc693e71,34.00,Female,135368.00,27.00,Adult,High
d7896112-ac06-4c31-90ff-479f168d9ac3,40.00,Male,44192.00,70.00,Adult,Low
6d4c5a7b-cc6d-4fc2-af14-2cc50e842f20,41.00,Male,32923.00,95.00,Middle Age,Low
6c2dbd85-8fab-489b-b91e-6f148f53bbd7,57.00,Male,100359.00,18.00,Middle Age,High
cf345cd7-8b4a-45c3-b391-1ff46ec6e2d5,35.00,Female,28555.00,18.00,Adult,Low
7af6d0a2-e4c2-4302-8158-796dfdfa44eb,85.00,Female,142048.00,11.00,Senior,High
d9d6674e-8eba-4144-b010-5dc49f7b5da1,63.00,Female,111526.00,91.00,Senior,High
461ab175-47b2-4231-a028-1d69a212bdea,35.00,Male,33041.00,15.00,Adult,Low
54078f11-3d3b-4968-9454-50e676d473c4,77.00,Male,157332.00,57.00,Senior,High
f78d1f58-e72e-42c4-ab4b-056bb0830791,25.00,Male,71927.00,39.00,Young,Medium
790ce395-417a-4943-a8ae-ce90da71ab39,28.00,Male,194371.00,19.00,Adult,High
7f8da330-ce44-4a67-82e8-a39fd77d57ca,31.00,Male,85563.00,28.00,Adult,Medium
48ad970f-c5ad-4018-bf63-4901259b7b5b,85.00,Female,130091.00,37.00,Senior,High
43137482-a07e-467c-9bad-d892e85677b2,90.00,Male,42161.00,94.00,Senior,Low
4e6f9bfb-77c5-4a14-95c0-497f123477a8,28.00,Male,159617.00,71.00,Adult,High
df390aac-71a8-45bb-b664-62f451a4e17e,70.00,Male,46295.00,54.00,Senior,Low
2e3dc035-dc1a-4f71-915d-632f29333996,46.00,Male,74147.00,48.00,Middle Age,Medium
08d38acb-157f-450d-962a-0bf7fa70819a,71.00,Male,190491.00,75.00,Senior,High
5a6238a5-053e-4480-ac75-37a6874af50f,81.00,Female,124912.00,24.00,Senior,High
574ccc4a-f0a1-4f46-986e-257dbb8be849,35.00,Male,84210.00,53.00,Adult,Medium
5ee59227-16af-4127-a51d-8981576f48ab,37.00,Male,134784.00,6.00,Adult,High
5de60d87-18b1-4886-993a-966b6e185657,71.00,Male,185966.00,6.00,Senior,High
16226691-d6ba-4b9e-b192-e96299023f4e,50.00,Male,140875.00,83.00,Middle Age,High
ce99e2e8-23fc-49ba-9e2b-a6f26706718e,65.00,Male,177020.00,100.00,Senior,High
cfe84106-02eb-4f9f-b161-789528948f7a,83.00,Male,151188.00,88.00,Senior,High
2af8b09c-99e5-4f97-b538-cd687a385120,39.00,Female,33191.00,2.00,Adult,Low
21c59500-d439-4bd9-84f6-06b8767ac948,32.00,Female,163264.00,64.00,Adult,High
5cda82c4-cf88-4949-a8b2-0412fdc67680,26.00,Male,40345.00,23.00,Adult,Low
9db67b3e-286c-4fdd-8a94-53f5a0968f86,24.00,Male,184070.00,21.00,Young,High
1e506e9c-75b3-461d-b7b1-b149e9a21511,65.00,Female,44776.00,36.00,Senior,Low
5cc59727-7005-46f6-928a-1764d0f6032d,36.00,Female,119502.00,52.00,Adult,High
6fc3660d-23f5-4a54-a8df-e146387a73f2,41.00,Female,113729.00,54.00,Middle Age,High
493bf3e8-4f51-4842-823f-a2d668293c11,83.00,Female,194008.00,55.00,Senior,High
175f200e-4faa-4287-96d5-71a85f4884e1,61.00,Female,60084.00,36.00,Senior,Medium
37ff2828-b196-493e-abe5-885e907f3b7f,84.00,Female,144269.00,1.00,Senior,High
94b3153f-cc9d-4a55-8a2e-742a6555c537,33.00,Female,109638.00,49.00,Adult,High
fe2f4101-90dc-4df1-b9dd-14d553d1e389,89.00,Female,88161.00,50.00,Senior,Medium
644db267-9082-4c42-b02d-fad5bf30d735,35.00,Female,182663.00,68.00,Adult,High
5bd39ccd-30fc-4598-818a-770632bb7729,89.00,Female,91139.00,59.00,Senior,Medium
29ca88b2-fc25-4417-93f4-823d9d8ac2dc,40.00,Male,180570.00,23.00,Adult,High
8640e224-9096-4a13-a32e-662b3d1504c1,69.00,Female,57994.00,35.00,Senior,Medium
2f971837-3a6e-4928-8a41-d0d8b4b87af8,88.00,Female,172761.00,69.00,Senior,High
0dbead2b-6caa-4e05-b2de-e5f81b373a4a,34.00,Female,38774.00,84.00,Adult,Low
1a1b53ef-065d-4333-930a-760ee0908394,88.00,Male,80079.00,9.00,Senior,Medium
4afae204-64df-458a-970e-9fb503bd5b00,61.00,Female,23888.00,59.00,Senior,Low
4e3f3a44-cfcf-4c9c-b93d-9b00d654880d,60.00,Female,189867.00,98.00,Middle Age,High
9033d3aa-ff53-4145-b47a-750c07f58dee,78.00,Female,23342.00,91.00,Senior,Low
b35f3089-a257-45eb-ae52-c78e2c266374,35.00,Female,76836.00,29.00,Adult,Medium
206ad996-8643-4336-a3f1-6891e7cd470d,53.00,Male,170065.00,28.00,Middle Age,High
880df93e-6bc1-42bd-bd6a-e2b8d499b710,33.00,Male,99420.00,64.00,Adult,Medium
a2c7ef2d-cecc-4a3f-b2ac-6ebf6595ad62,86.00,Male,174987.00,71.00,Senior,High
896b6076-0e1c-40d4-aab7-336a4592610c,90.00,Female,117976.00,85.00,Senior,High
2392d7fa-9489-42aa-b50b-36f66ee9b423,84.00,Male,74475.00,54.00,Senior,Medium
2f4cb703-e5c1-48f3-9a89-3615b31e20f1,54.00,Female,103099.00,49.00,Middle Age,High
bb047494-340f-4cb0-b88f-e4c8148eb2ae,20.00,Male,188784.00,21.00,Young,High
7235955d-eca0-4fd9-861a-7042691e3d5e,86.00,Female,28187.00,37.00,Senior,Low
836d7eca-db4b-4c3c-8d6a-a771b070551a,73.00,Female,145465.00,54.00,Senior,High
45d9a060-39e1-4b67-8189-8dbba0d91767,35.00,Female,120472.00,94.00,Adult,High
d11ba8ac-69f6-4fb2-bc56-abb52d4966fc,88.00,Female,37300.00,4.00,Senior,Low
ad5f7b6f-aef3-4867-87e1-f862a6519ce3,54.00,Female,113062.00,65.00,Middle Age,High
12da3593-4e95-4272-9553-1fc6e36e47cc,19.00,Male,150107.00,61.00,Young,High
7c10963a-9c61-4f57-b314-e147b63d70e8,84.00,Male,22452.00,48.00,Senior,Low
a2257473-45d0-42f6-9207-cbdcfb76515a,60.00,Female,42834.00,32.00,Middle Age,Low
ea98c611-5bb3-4855-b79e-04be0cd0f179,39.00,Female,81494.00,66.00,Adult,Medium
80149259-8ffe-43f2-9016-ad52dc3e5443,85.00,Female,59981.00,38.00,Senior,Medium
113e23b5-5cae-4357-8b9d-776c81842ae6,60.00,Female,91707.00,89.00,Middle Age,Medium
24c83f90-919a-4b1d-9a89-d9a09b167951,85.00,Male,31207.00,51.00,Senior,Low
31b0ef92-f4dc-4bfd-bb88-fc8ba17d15b3,82.00,Female,160112.00,44.00,Senior,High
d44d49f5-41d5-4588-b27f-0fed752e5a8e,44.00,Male,199826.00,4.00,Middle Age,High
a51e2948-955c-4f67-9a32-a22dd3e3798f,48.00,Male,124952.00,1.00,Middle Age,High
29b970a5-f3b9-4adc-a32c-4e6c47292284,21.00,Female,42522.00,48.00,Young,Low
42661bdc-2936-4e2c-827c-44abf525d1ed,87.00,Male,54581.00,94.00,Senior,Medium
45d48162-ec3e-49aa-a8fb-bd41df8f113b,41.00,Male,68045.00,37.00,Middle Age,Medium
705ace34-543a-4cdb-956b-c06f6eb33a4d,52.00,Female,141101.00,30.00,Middle Age,High
a465c323-1e47-44d1-a869-a105745034b2,76.00,Female,74629.00,27.00,Senior,Medium
9c3be039-ea90-42a6-87c5-7175356cf8aa,72.00,Female,70373.00,4.00,Senior,Medium
bf9aa1fc-9517-4cd5-8f27-ff4978267df4,67.00,Male,22820.00,19.00,Senior,Low
5e562023-f971-41bf-a7e3-a82bf894155b,32.00,Female,83620.00,77.00,Adult,Medium
82737042-63a8-49f4-b8d9-338cfef4dd03,71.00,Female,96598.00,33.00,Senior,Medium
b14041ef-0432-438e-8737-e30c31b391af,38.00,Male,55259.00,53.00,Adult,Medium
b9b58bf2-a4ca-4254-b61e-1db5d7adc35b,57.00,Female,26527.00,59.00,Middle Age,Low
7f57a91c-2edc-4f2c-ad13-835eeab36336,80.00,Male,152277.00,50.00,Senior,High
a2510f77-4414-4a52-9632-3e6ecd05165b,60.00,Male,150622.00,51.00,Middle Age,High
4cb3f773-9193-401a-b091-4f4eccc0d7c2,53.00,Male,177668.00,26.00,Middle Age,High
6614b886-287a-4a0e-b48c-82d49f977d97,84.00,Female,138972.00,90.00,Senior,High
08568a01-b6c5-47b7-a64b-81822fc84c88,26.00,Male,52463.00,75.00,Adult,Medium
8f9a7106-5e73-4627-98af-f49939ed8b15,34.00,Female,139068.00,63.00,Adult,High
